year,date,count
2016,02-27,6313
2016,02-28,3620
2016,02-29,7587
2016,03-01,7200
2016,03-02,6866
2016,03-03,7106
2016,03-04,6899
2016,03-05,5555
2016,03-06,3287
2016,03-07,7940
2016,03-08,6863
2016,03-09,8887
2016,03-10,8901
2016,03-11,8558
2016,03-12,6057
2016,03-13,3600
2016,03-14,8720
2016,03-15,8326
2016,03-16,8881
2016,03-17,9586
2016,03-18,9669
2016,03-19,6878
2016,03-20,4128
2016,03-21,9452
2016,03-22,9615
2016,03-23,8652
2016,03-24,8599
2016,03-25,1949
2016,03-26,5483
2016,03-27,1908
2016,03-28,2615
2016,03-29,7567
2016,03-30,6994
2016,03-31,8360
2016,04-01,7372
2016,04-02,6976
2016,04-03,3217
2016,04-04,9730
2016,04-05,8857
2016,04-06,10790
2016,04-07,8986
2016,04-08,9865
2016,04-09,6869
2016,04-10,6407
2016,04-11,10889
2016,04-12,11090
2016,04-13,9273
2016,04-14,12012
2016,04-15,7266
2016,04-16,5176
2016,04-17,3381
2016,04-18,9055
2016,04-19,14830
2016,04-20,14662
2016,04-21,17586
2016,04-22,13387
2016,04-23,5246
2016,04-24,4458
2016,04-25,10188
2016,04-26,8660
2016,04-27,11138
2016,04-28,11843
2016,04-29,12165
2016,04-30,7856
2016,05-01,3834
2016,05-02,12754
2016,05-03,11536
2016,05-04,14780
2016,05-05,7842
2016,05-06,11585
2016,05-07,11558
2016,05-08,7225
2016,05-09,13209
2016,05-10,12900
2016,05-11,13490
2016,05-12,9272
2016,05-13,8584
2016,05-14,5210
2016,05-15,3812
2016,05-16,2523
2016,05-17,8761
2016,05-18,9143
2016,05-19,7588
2016,05-20,9801
2016,05-21,7961
2016,05-22,5230
2016,05-23,6229
2016,05-24,9336
2016,05-25,12747
2016,05-26,7638
2016,05-27,11033
2016,05-28,8947
2016,05-29,4965
2016,05-30,8967
2016,05-31,13516
2016,06-01,14653
2016,06-02,13202
2016,06-03,12310
2016,06-04,6493
2016,06-05,6335
2016,06-06,14114
2016,06-07,15024
2016,06-08,9887
2016,06-09,15108
2016,06-10,14632
2016,06-11,8500
2016,06-12,5469
2016,06-13,10670
2016,06-14,11507
2016,06-15,11390
2016,06-16,11089
2016,06-17,10119
2016,06-18,9508
2016,06-19,9720
2016,06-20,14039
2016,06-21,14233
2016,06-22,15715
2016,06-23,15117
2016,06-24,13765
2016,06-25,8012
2016,06-26,7477
2016,06-27,13887
2016,06-28,15278
2016,06-29,15040
2016,06-30,13718
2016,07-01,13486
2016,07-02,8171
2016,07-03,7564
2016,07-04,14652
2016,07-05,15445
2016,07-06,15840
2016,07-07,16854
2016,07-08,14407
2016,07-09,11735
2016,07-10,8338
2016,07-11,13482
2016,07-12,12760
2016,07-13,11460
2016,07-14,12651
2016,07-15,13377
2016,07-16,10901
2016,07-17,8163
2016,07-18,14567
2016,07-19,15784
2016,07-20,15251
2016,07-21,15185
2016,07-22,12658
2016,07-23,10538
2016,07-24,7796
2016,07-25,14235
2016,07-26,14949
2016,07-27,15061
2016,07-28,14358
2016,07-29,13350
2016,07-30,9955
2016,07-31,5284
2016,08-01,12476
2016,08-02,9700
2016,08-03,12607
2016,08-04,10188
2016,08-05,9148
2016,08-06,8428
2016,08-07,6063
2016,08-08,10930
2016,08-09,9233
2016,08-10,10543
2016,08-11,10869
2016,08-12,9866
2016,08-13,8118
2016,08-14,5906
2016,08-15,10670
2016,08-16,10741
2016,08-17,10611
2016,08-18,8572
2016,08-19,9458
2016,08-20,5358
2016,08-21,4314
2016,08-22,9717
2016,08-23,10413
2016,08-24,10307
2016,08-25,10128
2016,08-26,9098
2016,08-27,6696
2016,08-28,5305
2016,08-29,9341
2016,08-30,10720
2016,08-31,10670
2016,09-01,10604
2016,09-02,10315
2016,09-03,7782
2016,09-04,3750
2016,09-05,7984
2016,09-06,11197
2016,09-07,11336
2016,09-08,11564
2016,09-09,11073
2016,09-10,9031
2016,09-11,6075
2016,09-12,11969
2016,09-13,12703
2016,09-14,12992
2016,09-15,11256
2016,09-16,10233
2016,09-17,8939
2016,09-18,3184
2016,09-19,10892
2016,09-20,11815
2016,09-21,12549
2016,09-22,12167
2016,09-23,11829
2016,09-24,10452
2016,09-25,6384
2016,09-26,11108
2016,09-27,11731
2016,09-28,12875
2016,09-29,12545
2016,09-30,11470
2016,10-01,6900
2016,10-02,4885
2016,10-03,5528
2016,10-04,11811
2016,10-05,12236
2016,10-06,11910
2016,10-07,10793
2016,10-08,8131
2016,10-09,4051
2016,10-10,11057
2016,10-11,11621
2016,10-12,12466
2016,10-13,12242
2016,10-14,11102
2016,10-15,9280
2016,10-16,6185
2016,10-17,11184
2016,10-18,11261
2016,10-19,12056
2016,10-20,11784
2016,10-21,10654
2016,10-22,8935
2016,10-23,3569
2016,10-24,11189
2016,10-25,11173
2016,10-26,12458
2016,10-27,13194
2016,10-28,11332
2016,10-29,7736
2016,10-30,4042
2016,10-31,9234
2016,11-01,5595
2016,11-02,10381
2016,11-03,11139
2016,11-04,9969
2016,11-05,4758
2016,11-06,3357
2016,11-07,10176
2016,11-08,11056
2016,11-09,10039
2016,11-10,10098
2016,11-11,8987
2016,11-12,6351
2016,11-13,4275
2016,11-14,10147
2016,11-15,10933
2016,11-16,9369
2016,11-17,10960
2016,11-18,7775
2016,11-19,5348
2016,11-20,5011
2016,11-21,11038
2016,11-22,12182
2016,11-23,11600
2016,11-24,11564
2016,11-25,11322
2016,11-26,7551
2016,11-27,4672
2016,11-28,11156
2016,11-29,11264
2016,11-30,11054
2016,12-01,11132
2016,12-02,10276
2016,12-03,6761
2016,12-04,4024
2016,12-05,10161
2016,12-06,10302
2016,12-07,9334
2016,12-08,10374
2016,12-09,10195
2016,12-10,7705
2016,12-11,4202
2016,12-12,10681
2016,12-13,10489
2016,12-14,11337
2016,12-15,10865
2016,12-16,9865
2016,12-17,6730
2016,12-18,3967
2016,12-19,10708
2016,12-20,10456
2016,12-21,10238
2016,12-22,8998
2016,12-23,5594
2016,12-24,2120
2016,12-25,1022
2016,12-26,1183
2016,12-27,3539
2016,12-28,3856
2016,12-29,3409
2016,12-30,3565
2016,12-31,2169
2017,01-01,1570
2017,01-02,3107
2017,01-03,2838
2017,01-04,3286
2017,01-05,3001
2017,01-06,1428
2017,01-07,2359
2017,01-08,1628
2017,01-09,6565
2017,01-10,5559
2017,01-11,6926
2017,01-12,8046
2017,01-13,7378
2017,01-14,4054
2017,01-15,1816
2017,01-16,5914
2017,01-17,6565
2017,01-18,6816
2017,01-19,7025
2017,01-20,6309
2017,01-21,4087
2017,01-22,2592
2017,01-23,6113
2017,01-24,6259
2017,01-25,6674
2017,01-26,7182
2017,01-27,6823
2017,01-28,4887
2017,01-29,3461
2017,01-30,6536
2017,01-31,6813
2017,02-01,8368
2017,02-02,9536
2017,02-03,8768
2017,02-04,4838
2017,02-05,2675
2017,02-06,8521
2017,02-07,8908
2017,02-08,8748
2017,02-09,9327
2017,02-10,7922
2017,02-11,5455
2017,02-12,3908
2017,02-13,8566
2017,02-14,9489
2017,02-15,9891
2017,02-16,10172
2017,02-17,7726
2017,02-18,6530
2017,02-19,4386
2017,02-20,8592
2017,02-21,8507
2017,02-22,8923
2017,02-23,9425
2017,02-24,7603
2017,02-25,6399
2017,02-26,3912
2017,02-27,7276
2017,02-28,5934
2017,03-01,6920
2017,03-02,8474
2017,03-03,8403
2017,03-04,5736
2017,03-05,3324
2017,03-06,7040
2017,03-07,7788
2017,03-08,8422
2017,03-09,7111
2017,03-10,10366
2017,03-11,7964
2017,03-12,5380
2017,03-13,10285
2017,03-14,10791
2017,03-15,11370
2017,03-16,11313
2017,03-17,10705
2017,03-18,5013
2017,03-19,4084
2017,03-20,9849
2017,03-21,9105
2017,03-22,8786
2017,03-23,11264
2017,03-24,9881
2017,03-25,8412
2017,03-26,5402
2017,03-27,11037
2017,03-28,11773
2017,03-29,12007
2017,03-30,12409
2017,03-31,12231
2017,04-01,9789
2017,04-02,3769
2017,04-03,11625
2017,04-04,12346
2017,04-05,12559
2017,04-06,12471
2017,04-07,12272
2017,04-08,9939
2017,04-09,6678
2017,04-10,11221
2017,04-11,11866
2017,04-12,12018
2017,04-13,10655
2017,04-14,4389
2017,04-15,4445
2017,04-16,2158
2017,04-17,1976
2017,04-18,7625
2017,04-19,7627
2017,04-20,9907
2017,04-21,10091
2017,04-22,7542
2017,04-23,6900
2017,04-24,14318
2017,04-25,10842
2017,04-26,9907
2017,04-27,10052
2017,04-28,10727
2017,04-29,8933
2017,04-30,7182
2017,05-01,4867
2017,05-02,13180
2017,05-03,13474
2017,05-04,11766
2017,05-05,13153
2017,05-06,6492
2017,05-07,4384
2017,05-08,10120
2017,05-09,13937
2017,05-10,15765
2017,05-11,13346
2017,05-12,12554
2017,05-13,11732
2017,05-14,5784
2017,05-15,14520
2017,05-16,16052
2017,05-17,16804
2017,05-18,13606
2017,05-19,6970
2017,05-20,9990
2017,05-21,7813
2017,05-22,15690
2017,05-23,15917
2017,05-24,16363
2017,05-25,8430
2017,05-26,13461
2017,05-27,10091
2017,05-28,6981
2017,05-29,15426
2017,05-30,15263
2017,05-31,16336
2017,06-01,15493
2017,06-02,13628
2017,06-03,8022
2017,06-04,4943
2017,06-05,5019
2017,06-06,7827
2017,06-07,8676
2017,06-08,10789
2017,06-09,8419
2017,06-10,8067
2017,06-11,6321
2017,06-12,12352
2017,06-13,14090
2017,06-14,13616
2017,06-15,7884
2017,06-16,11442
2017,06-17,9338
2017,06-18,7372
2017,06-19,15388
2017,06-20,15724
2017,06-21,16650
2017,06-22,15523
2017,06-23,14721
2017,06-24,11395
2017,06-25,8716
2017,06-26,15061
2017,06-27,15687
2017,06-28,14748
2017,06-29,13169
2017,06-30,14304
2017,07-01,9274
2017,07-02,8191
2017,07-03,15440
2017,07-04,16790
2017,07-05,16597
2017,07-06,16436
2017,07-07,14197
2017,07-08,10438
2017,07-09,6264
2017,07-10,12589
2017,07-11,15008
2017,07-12,14220
2017,07-13,16244
2017,07-14,14149
2017,07-15,10887
2017,07-16,7921
2017,07-17,15878
2017,07-18,16283
2017,07-19,15734
2017,07-20,14993
2017,07-21,13874
2017,07-22,10912
2017,07-23,7993
2017,07-24,10594
2017,07-25,11731
2017,07-26,11819
2017,07-27,12750
2017,07-28,13817
2017,07-29,11574
2017,07-30,7053
2017,07-31,12714
2017,08-01,12391
2017,08-02,13039
2017,08-03,12849
2017,08-04,11966
2017,08-05,8740
2017,08-06,6863
2017,08-07,11812
2017,08-08,9850
2017,08-09,10767
2017,08-10,5793
2017,08-11,8394
2017,08-12,6934
2017,08-13,5543
2017,08-14,10615
2017,08-15,10780
2017,08-16,10992
2017,08-17,10466
2017,08-18,8041
2017,08-19,7120
2017,08-20,5891
2017,08-21,9498
2017,08-22,10465
2017,08-23,10475
2017,08-24,9948
2017,08-25,9427
2017,08-26,7572
2017,08-27,5195
2017,08-28,9939
2017,08-29,10571
2017,08-30,9874
2017,08-31,6156
2017,09-01,7963
2017,09-02,4919
2017,09-03,4860
2017,09-04,9934
2017,09-05,11054
2017,09-06,9985
2017,09-07,10020
2017,09-08,9714
2017,09-09,6340
2017,09-10,5390
2017,09-11,10440
2017,09-12,9188
2017,09-13,9757
2017,09-14,7479
2017,09-15,11218
2017,09-16,7793
2017,09-17,4700
2017,09-18,10454
2017,09-19,9802
2017,09-20,11694
2017,09-21,11963
2017,09-22,11504
2017,09-23,10265
2017,09-24,6340
2017,09-25,11562
2017,09-26,12528
2017,09-27,12600
2017,09-28,12146
2017,09-29,11803
2017,09-30,6947
2017,10-01,5635
2017,10-02,9013
2017,10-03,5422
2017,10-04,11818
2017,10-05,11402
2017,10-06,10025
2017,10-07,8640
2017,10-08,4143
2017,10-09,11550
2017,10-10,12606
2017,10-11,13770
2017,10-12,13587
2017,10-13,13427
2017,10-14,10124
2017,10-15,6982
2017,10-16,14580
2017,10-17,15262
2017,10-18,15402
2017,10-19,14876
2017,10-20,13265
2017,10-21,8574
2017,10-22,5270
2017,10-23,11628
2017,10-24,13872
2017,10-25,14965
2017,10-26,14673
2017,10-27,11627
2017,10-28,7774
2017,10-29,3402
2017,10-30,10451
2017,10-31,5096
2017,11-01,5224
2017,11-02,11333
2017,11-03,11455
2017,11-04,9452
2017,11-05,3634
2017,11-06,11611
2017,11-07,11211
2017,11-08,10550
2017,11-09,12143
2017,11-10,9615
2017,11-11,4681
2017,11-12,3000
2017,11-13,10315
2017,11-14,12012
2017,11-15,11346
2017,11-16,10879
2017,11-17,10561
2017,11-18,7135
2017,11-19,4315
2017,11-20,10738
2017,11-21,11842
2017,11-22,13321
2017,11-23,13240
2017,11-24,11299
2017,11-25,5146
2017,11-26,3888
2017,11-27,10418
2017,11-28,8499
2017,11-29,9655
2017,11-30,9281
2017,12-01,9158
2017,12-02,6179
2017,12-03,3346
2017,12-04,8675
2017,12-05,10910
2017,12-06,10949
2017,12-07,11498
2017,12-08,8374
2017,12-09,6386
2017,12-10,2911
2017,12-11,7043
2017,12-12,10926
2017,12-13,10751
2017,12-14,10556
2017,12-15,10078
2017,12-16,5410
2017,12-17,3889
2017,12-18,8189
2017,12-19,10366
2017,12-20,10345
2017,12-21,9918
2017,12-22,6694
2017,12-23,4223
2017,12-24,1245
2017,12-25,1191
2017,12-26,1188
2017,12-27,2759
2017,12-28,3226
2017,12-29,3661
2017,12-30,3138
2017,12-31,2050
2018,01-01,1881
2018,01-02,4817
2018,01-03,4112
2018,01-04,4425
2018,01-05,6046
2018,01-06,4548
2018,01-07,4134
2018,01-08,10116
2018,01-09,11156
2018,01-10,11408
2018,01-11,11360
2018,01-12,10527
2018,01-13,7394
2018,01-14,4596
2018,01-15,10102
2018,01-16,8588
2018,01-17,9577
2018,01-18,8293
2018,01-19,9536
2018,01-20,6349
2018,01-21,4316
2018,01-22,7932
2018,01-23,11020
2018,01-24,12227
2018,01-25,12195
2018,01-26,8574
2018,01-27,6813
2018,01-28,5004
2018,01-29,10870
2018,01-30,11413
2018,01-31,10929
2018,02-01,10454
2018,02-02,10035
2018,02-03,7102
2018,02-04,4765
2018,02-05,9974
2018,02-06,10612
2018,02-07,9767
2018,02-08,9056
2018,02-09,8934
2018,02-10,5615
2018,02-11,3123
2018,02-12,6945
2018,02-13,8632
2018,02-14,8812
2018,02-15,6674
2018,02-16,8242
2018,02-17,3359
2018,02-18,3169
2018,02-19,8996
2018,02-20,9051
2018,02-21,9338
2018,02-22,8895
2018,02-23,7898
2018,02-24,5828
2018,02-25,3438
2018,02-26,7423
2018,02-27,7197
2018,02-28,7574
2018,03-01,7750
2018,03-02,6662
2018,03-03,3363
2018,03-04,3697
2018,03-05,9204
2018,03-06,9420
2018,03-07,9269
2018,03-08,9831
2018,03-09,9257
2018,03-10,5546
2018,03-11,3702
2018,03-12,8579
2018,03-13,8213
2018,03-14,10924
2018,03-15,9177
2018,03-16,9753
2018,03-17,5483
2018,03-18,2319
2018,03-19,7587
2018,03-20,8844
2018,03-21,9541
2018,03-22,8961
2018,03-23,8959
2018,03-24,7045
2018,03-25,4583
2018,03-26,9015
2018,03-27,9089
2018,03-28,7877
2018,03-29,8717
2018,03-30,3196
2018,03-31,5116
2018,04-01,2220
2018,04-02,3413
2018,04-03,9308
2018,04-04,8976
2018,04-05,9056
2018,04-06,11106
2018,04-07,10292
2018,04-08,4336
2018,04-09,12721
2018,04-10,14548
2018,04-11,14834
2018,04-12,14711
2018,04-13,12228
2018,04-14,10395
2018,04-15,7505
2018,04-16,15439
2018,04-17,17528
2018,04-18,17696
2018,04-19,17586
2018,04-20,16016
2018,04-21,12226
2018,04-22,9125
2018,04-23,12791
2018,04-24,17127
2018,04-25,16793
2018,04-26,15832
2018,04-27,16083
2018,04-28,10051
2018,04-29,8429
2018,04-30,14759
2018,05-01,9731
2018,05-02,15279
2018,05-03,15296
2018,05-04,15318
2018,05-05,14885
2018,05-06,10048
2018,05-07,17272
2018,05-08,18043
2018,05-09,17432
2018,05-10,5080
2018,05-11,13807
2018,05-12,11176
2018,05-13,5024
2018,05-14,12770
2018,05-15,13064
2018,05-16,10738
2018,05-17,13119
2018,05-18,13915
2018,05-19,8953
2018,05-20,4741
2018,05-21,5255
2018,05-22,10367
2018,05-23,9312
2018,05-24,10379
2018,05-25,11069
2018,05-26,8627
2018,05-27,6616
2018,05-28,13381
2018,05-29,13613
2018,05-30,13942
2018,05-31,6947
2018,06-01,11919
2018,06-02,10016
2018,06-03,7168
2018,06-04,15060
2018,06-05,16141
2018,06-06,15557
2018,06-07,16049
2018,06-08,14373
2018,06-09,9957
2018,06-10,11936
2018,06-11,14022
2018,06-12,14902
2018,06-13,15828
2018,06-14,17382
2018,06-15,16117
2018,06-16,12705
2018,06-17,8785
2018,06-18,16289
2018,06-19,17684
2018,06-20,17873
2018,06-21,17025
2018,06-22,15296
2018,06-23,12596
2018,06-24,8102
2018,06-25,15726
2018,06-26,17130
2018,06-27,17728
2018,06-28,16308
2018,06-29,16052
2018,06-30,12558
2018,07-01,9115
2018,07-02,16191
2018,07-03,15069
2018,07-04,16987
2018,07-05,13548
2018,07-06,13966
2018,07-07,11953
2018,07-08,8666
2018,07-09,17228
2018,07-10,16662
2018,07-11,16968
2018,07-12,17777
2018,07-13,15958
2018,07-14,11774
2018,07-15,8243
2018,07-16,16291
2018,07-17,16961
2018,07-18,17599
2018,07-19,16982
2018,07-20,13767
2018,07-21,10814
2018,07-22,8079
2018,07-23,15050
2018,07-24,15717
2018,07-25,15801
2018,07-26,15354
2018,07-27,13900
2018,07-28,9509
2018,07-29,7071
2018,07-30,12974
2018,07-31,13183
2018,08-01,12922
2018,08-02,13012
2018,08-03,12000
2018,08-04,8451
2018,08-05,6016
2018,08-06,11487
2018,08-07,11504
2018,08-08,11580
2018,08-09,10885
2018,08-10,11416
2018,08-11,8416
2018,08-12,5679
2018,08-13,7794
2018,08-14,10951
2018,08-15,11105
2018,08-16,10726
2018,08-17,9500
2018,08-18,8175
2018,08-19,5497
2018,08-20,10283
2018,08-21,10959
2018,08-22,10704
2018,08-23,9686
2018,08-24,8016
2018,08-25,4373
2018,08-26,4828
2018,08-27,9225
2018,08-28,10630
2018,08-29,9356
2018,08-30,9905
2018,08-31,5166
2018,09-01,6746
2018,09-02,4489
2018,09-03,9998
2018,09-04,11211
2018,09-05,11736
2018,09-06,10337
2018,09-07,9998
2018,09-08,8668
2018,09-09,5942
2018,09-10,12294
2018,09-11,13064
2018,09-12,12670
2018,09-13,10855
2018,09-14,11768
2018,09-15,9533
2018,09-16,6815
2018,09-17,12468
2018,09-18,12673
2018,09-19,13266
2018,09-20,13085
2018,09-21,10340
2018,09-22,9735
2018,09-23,4268
2018,09-24,12124
2018,09-25,12716
2018,09-26,12459
2018,09-27,12787
2018,09-28,11934
2018,09-29,8743
2018,09-30,5328
2018,10-01,9897
2018,10-02,11502
2018,10-03,5370
2018,10-04,12378
2018,10-05,12295
2018,10-06,8960
2018,10-07,6457
2018,10-08,12984
2018,10-09,14474
2018,10-10,14497
2018,10-11,14476
2018,10-12,14139
2018,10-13,10968
2018,10-14,7125
2018,10-15,15531
2018,10-16,16357
2018,10-17,15970
2018,10-18,16145
2018,10-19,14003
2018,10-20,9420
2018,10-21,6052
2018,10-22,14474
2018,10-23,14825
2018,10-24,14632
2018,10-25,15522
2018,10-26,13884
2018,10-27,5685
2018,10-28,3824
2018,10-29,11337
2018,10-30,9466
2018,10-31,11824
2018,11-01,5231
2018,11-02,9333
2018,11-03,7717
2018,11-04,5229
2018,11-05,13018
2018,11-06,13488
2018,11-07,14854
2018,11-08,14018
2018,11-09,13223
2018,11-10,8797
2018,11-11,5259
2018,11-12,13730
2018,11-13,11623
2018,11-14,13853
2018,11-15,13333
2018,11-16,12053
2018,11-17,8097
2018,11-18,5472
2018,11-19,11699
2018,11-20,12266
2018,11-21,12662
2018,11-22,12655
2018,11-23,11088
2018,11-24,8315
2018,11-25,6098
2018,11-26,11139
2018,11-27,11151
2018,11-28,12538
2018,11-29,12696
2018,11-30,9204
2018,12-01,7902
2018,12-02,3548
2018,12-03,10128
2018,12-04,10860
2018,12-05,12896
2018,12-06,12745
2018,12-07,11153
2018,12-08,6998
2018,12-09,3756
2018,12-10,10817
2018,12-11,11904
2018,12-12,11876
2018,12-13,11308
2018,12-14,10490
2018,12-15,7086
2018,12-16,4149
2018,12-17,10900
2018,12-18,11910
2018,12-19,10762
2018,12-20,11213
2018,12-21,7384
2018,12-22,5190
2018,12-23,1673
2018,12-24,2209
2018,12-25,962
2018,12-26,1076
2018,12-27,3582
2018,12-28,3903
2018,12-29,3607
2018,12-30,2277
2018,12-31,3152
2019,01-01,1976
2019,01-02,5255
2019,01-03,5645
2019,01-04,5845
2019,01-05,3762
2019,01-06,2815
2019,01-07,9732
2019,01-08,9640
2019,01-09,9195
2019,01-10,9021
2019,01-11,8503
2019,01-12,5331
2019,01-13,2962
2019,01-14,9881
2019,01-15,10906
2019,01-16,11029
2019,01-17,10072
2019,01-18,9923
2019,01-19,6136
2019,01-20,3860
2019,01-21,9629
2019,01-22,9910
2019,01-23,8743
2019,01-24,9241
2019,01-25,8484
2019,01-26,6367
2019,01-27,3855
2019,01-28,8845
2019,01-29,9939
2019,01-30,9586
2019,01-31,9763
2019,02-01,7562
2019,02-02,6383
2019,02-03,3703
2019,02-04,9630
2019,02-05,10001
2019,02-06,10560
2019,02-07,9474
2019,02-08,10064
2019,02-09,6923
2019,02-10,3418
2019,02-11,8492
2019,02-12,9777
2019,02-13,10135
2019,02-14,10135
2019,02-15,9539
2019,02-16,7703
2019,02-17,5068
2019,02-18,10707
2019,02-19,10680
2019,02-20,10956
2019,02-21,11034
2019,02-22,10236
2019,02-23,7998
2019,02-24,5095
2019,02-25,10356
2019,02-26,11136
2019,02-27,11367
2019,02-28,11108
2019,03-01,7172
2019,03-02,6319
2019,03-03,4181
2019,03-04,5691
2019,03-05,7609
2019,03-06,9251
2019,03-07,8498
2019,03-08,8980
2019,03-09,5859
2019,03-10,3232
2019,03-11,7644
2019,03-12,10014
2019,03-13,9610
2019,03-14,7819
2019,03-15,7688
2019,03-16,7426
2019,03-17,4005
2019,03-18,9058
2019,03-19,10073
2019,03-20,10712
2019,03-21,10984
2019,03-22,10710
2019,03-23,8762
2019,03-24,5507
2019,03-25,9686
2019,03-26,10023
2019,03-27,10502
2019,03-28,11201
2019,03-29,11345
2019,03-30,9395
2019,03-31,5793
2019,04-01,11326
2019,04-02,12015
2019,04-03,7721
2019,04-04,6677
2019,04-05,9805
2019,04-06,8884
2019,04-07,2910
2019,04-08,10304
2019,04-09,8737
2019,04-10,8260
2019,04-11,11159
2019,04-12,10872
2019,04-13,7836
2019,04-14,3896
2019,04-15,10500
2019,04-16,10492
2019,04-17,10667
2019,04-18,10898
2019,04-19,5161
2019,04-20,6930
2019,04-21,4026
2019,04-22,4778
2019,04-23,12021
2019,04-24,11235
2019,04-25,12507
2019,04-26,8399
2019,04-27,5885
2019,04-28,4113
2019,04-29,12677
2019,04-30,14565
2019,05-01,11182
2019,05-02,12705
2019,05-03,10135
2019,05-04,5290
2019,05-05,4798
2019,05-06,12794
2019,05-07,14622
2019,05-08,11006
2019,05-09,11360
2019,05-10,12344
2019,05-11,7926
2019,05-12,5492
2019,05-13,13962
2019,05-14,14963
2019,05-15,14766
2019,05-16,14482
2019,05-17,13826
2019,05-18,10502
2019,05-19,6123
2019,05-20,8401
2019,05-21,9770
2019,05-22,15607
2019,05-23,16628
2019,05-24,14992
2019,05-25,10324
2019,05-26,8577
2019,05-27,14384
2019,05-28,11891
2019,05-29,14101
2019,05-30,7870
2019,05-31,12730
2019,06-01,10581
2019,06-02,7330
2019,06-03,14522
2019,06-04,16514
2019,06-05,16288
2019,06-06,11896
2019,06-07,12820
2019,06-08,9441
2019,06-09,4643
2019,06-10,2799
2019,06-11,8331
2019,06-12,9086
2019,06-13,10885
2019,06-14,9432
2019,06-15,7185
2019,06-16,5733
2019,06-17,13271
2019,06-18,14271
2019,06-19,14246
2019,06-20,6512
2019,06-21,11919
2019,06-22,10016
2019,06-23,7168
2019,06-24,15060
2019,06-25,16481
2019,06-26,15525
2019,06-27,15525
2019,06-28,15567
2019,06-29,12009
2019,06-30,10628
2019,07-01,14319
2019,07-02,17005
2019,07-03,17195
2019,07-04,17299
2019,07-05,15488
2019,07-06,11226
2019,07-07,8186
2019,07-08,13692
2019,07-09,16619
2019,07-10,16546
2019,07-11,14747
2019,07-12,12005
2019,07-13,10050
2019,07-14,5553
2019,07-15,15021
2019,07-16,16721
2019,07-17,16698
2019,07-18,16475
2019,07-19,16777
2019,07-20,13229
2019,07-21,9280
2019,07-22,15675
2019,07-23,15877
2019,07-24,15502
2019,07-25,15143
2019,07-26,13901
2019,07-27,9578
2019,07-28,4169
2019,07-29,13717
2019,07-30,14235
2019,07-31,14366
2019,08-01,13969
2019,08-02,12718
2019,08-03,9815
2019,08-04,6586
2019,08-05,12086
2019,08-06,12009
2019,08-07,7650
2019,08-08,12661
2019,08-09,10992
2019,08-10,7950
2019,08-11,4791
2019,08-12,8633
2019,08-13,11160
2019,08-14,11524
2019,08-15,9357
2019,08-16,10712
2019,08-17,7913
2019,08-18,5247
2019,08-19,8567
2019,08-20,6933
2019,08-21,10526
2019,08-22,10487
2019,08-23,9922
2019,08-24,7746
2019,08-25,5298
2019,08-26,9913
2019,08-27,10665
2019,08-28,10410
2019,08-29,10213
2019,08-30,10243
2019,08-31,8508
2019,09-01,5321
2019,09-02,10623
2019,09-03,11535
2019,09-04,11815
2019,09-05,9659
2019,09-06,10173
2019,09-07,7712
2019,09-08,2499
2019,09-09,11114
2019,09-10,12400
2019,09-11,12335
2019,09-12,12648
2019,09-13,11913
2019,09-14,9157
2019,09-15,6057
2019,09-16,12545
2019,09-17,12868
2019,09-18,12333
2019,09-19,11577
2019,09-20,15066
2019,09-21,9665
2019,09-22,5233
2019,09-23,10089
2019,09-24,11141
2019,09-25,10631
2019,09-26,10406
2019,09-27,9585
2019,09-28,9677
2019,09-29,5451
2019,09-30,11607
2019,10-01,11345
2019,10-02,10161
2019,10-03,5803
2019,10-04,7842
2019,10-05,5955
2019,10-06,3580
2019,10-07,11107
2019,10-08,11246
2019,10-09,10011
2019,10-10,10566
2019,10-11,12739
2019,10-12,9583
2019,10-13,6802
2019,10-14,13383
2019,10-15,11205
2019,10-16,13478
2019,10-17,12290
2019,10-18,10671
2019,10-19,5245
2019,10-20,5894
2019,10-21,11715
2019,10-22,13332
2019,10-23,13401
2019,10-24,14012
2019,10-25,14207
2019,10-26,10137
2019,10-27,5968
2019,10-28,9410
2019,10-29,8888
2019,10-30,8616
2019,10-31,9926
2019,11-01,4169
2019,11-02,6324
2019,11-03,3497
2019,11-04,10006
2019,11-05,12022
2019,11-06,11920
2019,11-07,11688
2019,11-08,10080
2019,11-09,8033
2019,11-10,5535
2019,11-11,10741
2019,11-12,11668
2019,11-13,11838
2019,11-14,11825
2019,11-15,11022
2019,11-16,8328
2019,11-17,3494
2019,11-18,9273
2019,11-19,11118
2019,11-20,10623
2019,11-21,11433
2019,11-22,10782
2019,11-23,7275
2019,11-24,4840
2019,11-25,11189
2019,11-26,12048
2019,11-27,11245
2019,11-28,10663
2019,11-29,9778
2019,11-30,7731
2019,12-01,4080
2019,12-02,10512
2019,12-03,11316
2019,12-04,11317
2019,12-05,10490
2019,12-06,10225
2019,12-07,7247
2019,12-08,4918
2019,12-09,9242
2019,12-10,11409
2019,12-11,9542
2019,12-12,10554
2019,12-13,8024
2019,12-14,7151
2019,12-15,4231
2019,12-16,11839
2019,12-17,12703
2019,12-18,12693
2019,12-19,12667
2019,12-20,7723
2019,12-21,6945
2019,12-22,2236
2019,12-23,4819
2019,12-24,1845
2019,12-25,1020
2019,12-26,1211
